ID,CENTER,DOORS,LINK1,LINK2,LINK3,LINK4,LINK5,LINK6
ROW1224,Blank,"1,4",PCPHTDP,BPPDDDP,PDHBCBT,TDBTBHD,BBBBBBB,BBBBBBB
ROW1225,Plus,"3",PCPTHCB,HHPHCST,BBBCDBC,SBCCHTS,TBSSDSS,DBHDSHD
ROW1226,Blank,"2,3,6",PCSBBCT,TTCBPDH,CTPCTCT,HDPPBHD,TTDSTHP,PPCBBCB
ROW1227,Hex,"5",PCSBSPD,SSTPTSS,PHSPSTS,SDCHPBH,SCDHDPD,DCBPDBC
ROW1228,Blank,"5",PCSDDHD,DTTPHCT,BBSDHBS,BSSHSTT,BPTDCCH,TBHDPCS
ROW1229,Blank,"2,3,6",PCSHSHB,BSHBSSD,HHTDCDD,TCCHCTS,DBHTPSC,PBBDHTC
ROW1230,Blank,"3,4,6",PCTCSCT,TCSPPHC,STBDDDB,HPCTSCS,PCPTSHP,SSPSCDD
ROW1231,Snake,"4",PCTDPHP,HSBHDCT,PSTSDBT,TPHCPHC,SDDBDHD,BTHPSPC
ROW1232,Diamond,"1,2",PCTHCTC,TCBTBCH,CCCHBSH,HCCPCHT,HHSSDCC,DDTBPTH
ROW1233,Clover,"1,6",PCTPHSC,TPSDPPD,DBBTHDH,CBHDSSS,SPBHHBT,BCSHBPS
ROW1234,Blank,"2",PCTTHCH,PHSHCTS,DTSTDDH,BPCHSDC,THCTPBS,HTPBDBS
ROW1235,Blank,"5",PDBBBDP,CCPTDBC,HCBSBHB,CPDTDHS,DPSHHBC,CDDTPPP
ROW1236,Blank,"2,3,6",PDBCHPD,SHPHPBC,BHCTHPT,BTCTCCT,CCSHTBT,TCCPHSD
ROW1237,Hex,"2,3,5",PDBPTBT,PBSTHSP,TBTSSCD,DTSTDPC,DPHCDSS,HCDBDDP
ROW1238,Blank,"2,5",PDBSCDT,DPCDHHT,DSHBCDT,BSCBTTS,PTCTBTS,HHCSDCS
ROW1239,Blank,"4",PDBSTHD,TBSBPBH,DDHBTHD,BBDSPSD,CDTTHPS,STHCPST
ROW1240,Blank,"6",PDBTBCD,BDDPTDB,CBBCSPD,SBSBPHS,HSHBBPS,TBCCTCC
ROW1241,Blank,"2,4,5",PDBTBDT,TCCSBSS,BPHHHPH,SBSCBDP,PCBSPBD,PBCSTBS
ROW1242,Blank,"5,6",PDBTSCC,PCSHBHB,SCCHCPS,CHTSDSP,BPTBTTT,CPTSPHB
ROW1243,Diamond,"2,5",PDCCBTH,CHSPBHH,BSTPDPS,TSBHBTC,SHPTTDS,TSPDSBB
ROW1244,Blank,"2,3",PDCCSBB,SHTBCHT,SPSPHHC,HSDDSTD,PDBBHHS,BTHHCHP
ROW1245,Snake,"2,3,4,6",PDCDDCD,CHTSSCD,SHTPCCC,CHPSPSB,TPDBDDP,CDBHCBT
ROW1246,Blank,"4",PDCHPPS,CDDPPHC,PTCPPPH,BCCTSDC,TPDBTBB,CHPTCSP
ROW1247,Plus,"2",PDCPCCB,SDCSTTD,PCBTDPP,PPTPPHC,CDCBDPT,PSHSTSC
ROW1248,Blank,"1,3",PDCPTCC,CCDHPTP,SCDCBPS,DBHSBPC,CSPDDTH,SCBBCPT
ROW1249,Blank,"1,4",PDCSBCP,SCSTPTT,SBTPBST,SDBTSSH,BBBBBBB,BBBBBBB
ROW1250,Snake,"6",PDCTBPP,PHTTDHH,CDHBHDT,SHHDPPC,BPBPDTT,TPHTCPD
ROW1251,Clover,"2,6",PDDBPSD,SHCCTHH,DPDBSBP,PCTCSCT,HTSDPDH,PDPHBPC
ROW1252,Blank,"2",PDDHDDP,BCCSSSC,SSSCDHB,PBDCBTB,TCPDHCB,TBTCCSP
ROW1253,Blank,"4,6",PDDHHHH,DPBSHST,DBDCPPH,SCDSCDD,HSCHSCP,SCDCBPS
ROW1254,Blank,"1",PDDPBSB,BHTPSSS,SBHTHHH,BTCPHHS,DSBCDSS,DTDCBBB
ROW1255,Blank,"2,4,5,6",PDDSSDD,SPHBBBS,TBPPSHT,CCHPHDP,DBPSTST,PCSBDSH
ROW1256,Blank,"3,6",PDDTHDT,SSBPSPD,HPCSBHT,TSSBSSH,HBHBPDH,CCTTCPS
ROW1257,Blank,"1,2,5,6",PDDTHSC,PSTSPSS,HDPCTTP,CSDHDSB,CSDSBTP,DPSSPCS
ROW1258,Blank,"2",PDHDCTD,DSHDBCT,STSDDHC,HTPSCTC,SHPBPTT,BDTSCSC
ROW1259,Blank,"3,5",PDHHSBT,TTDHBSH,PPPPHHB,CPSTDHP,SPPCCHB,PPCBCTP
ROW1260,Snake,"5,6",PDHSCSB,CSPHPBH,CCHTDHB,DHPCCSB,TDTTBTS,PTCCPSD
ROW1261,Blank,"2,5",PDHTBPT,DTHCSTB,PBPSCSS,DSSBPCH,HCTHPCC,CBPHCDD
ROW1262,Blank,"2,5",PDHTHDB,BHHBDCP,CHDBSBD,TSHCBSB,PPDHDCP,DCCBCPS
ROW1263,Blank,"5",PDHTSST,CBCSCTD,BSBPSDH,SBTPPSD,BBDTBBH,CCCHPCB
ROW1264,Diamond,"2,4",PDPCPSS,BPBPTSS,TSDPHSH,BPHBPCP,TSDDSHD,BSHTBSP
ROW1265,Blank,"2",PDPPCTT,PHDPPTT,CDSDSPS,DCPPDDP,DTHHPTB,HPHDHDH
ROW1266,Blank,"1,3,6",PDPSBHB,BCSBCPB,CPPCSTH,CPSCBCD,BDHHDDP,TDCHPBP
ROW1267,Blank,"3,5",PDPSTTT,HSDBDDD,PBBDBCT,HTBBTBT,CBPTPTP,TDSBHDB
ROW1268,Blank,"4,5,6",PDSBDDT,BBDCSSS,STDDDBB,BSSHBPD,PCDHHTT,BSSPBCT
ROW1269,Hex,"1",PDSBHCT,TSSDPDB,HSBDTBB,THTPHTS,CDSHCHS,DBCSSTP
ROW1270,Blank,"5",PDSPBDH,PHCHDCC,DBCHDDH,PSPBCHH,DPDDHSP,PPSSSSC
ROW1271,Blank,"2,3",PDSSDTB,DBSDCCC,DHDSHPP,PTHTHTB,THPCBTB,SSBCCCC
ROW1272,Blank,"2,3,4",PDSTHTH,HPSBTDS,HPTPDSB,SHSDTBD,BDCSDCP,CHBTHSB
ROW1273,Blank,"3",PDTHDSH,BTSBHPH,SCSCTCH,DPTHCSP,TSPTPHT,HPPTSHT
ROW1274,Blank,"5",PDTHTSS,CBBSCSS,CHPTSBC,STPDSTH,SCPDTBH,DSTDPBP
ROW1275,Blank,"1,2,5",PDTPHBD,PDDTCBB,PPSPCTS,PPTCTHH,SSBTTBH,TTBDCPC
ROW1276,Plus,"2,5,6",PDTSDCP,STBHHHT,TBPDBDS,BDTPPPD,CSPTDHS,TPCBDDB
ROW1277,Blank,"3,5,6",PHBBSSH,HTTCTCT,TTHCPBS,HSPPBHT,DCCHCCB,PPSBSBP
ROW1278,Blank,"3,5,6",PHBDTDT,PCSHSSD,BHBSPHS,HTHBBPP,BCTTSTT,HDHSCTH
ROW1279,Blank,"1,5",PHBHBHH,SHTSPPB,DHDTSDP,HSTCDCB,SSPTBTB,BBSDHSP
ROW1280,Snake,"5",PHBHPDC,DPHHSSC,PSPSPCS,CDTPTDB,TPHBSDS,DBHBDSH
ROW1281,Blank,"3,5",PHBPTTT,HPHCSCB,TSTPTPC,CHBTDHS,CSHPTHC,DTDBPST
ROW1282,Blank,"2,5",PHBSHHP,BBSCTPH,PBHDCDD,PDPBCDS,CBBTBPT,HCPHCPD
ROW1283,Blank,"2,5",PHBTBBH,PCSBHHC,HCPCCSH,BPSSCTT,DHDSCCP,CTDPPSH
ROW1284,Snake,"2,4,6",PHCBPSH,PPPPHBS,TCPCHDH,DDHHDTS,HSCCBTT,BCHSCPH
ROW1285,Blank,"3,5,6",PHCDDDT,HDPDPSD,HHHPPBB,BCPHSBH,HPHTBSS,PSDHCSS
ROW1286,Plus,"2,4",PHCHCBP,BCBTTSD,PBTSCTH,STTCSBT,THHPTDH,SDHHCPP
ROW1287,Snake,"6",PHCHHSH,CHPDTPH,TTCPBDS,CBPCTSC,CBCPSSH,BSSDTBD
ROW1288,Blank,"3,5,6",PHCPBCH,DTTCCDC,BBPCSBS,CPSTDPB,TDHTSSS,SPCBTHS
ROW1289,Blank,"1,2,5",PHCSCDB,CBHBBDH,TTTBBPD,SSCPBBP,PPBTHHC,CCTCBBT
ROW1290,Clover,"2,4",PHCSPBS,BSPSTBT,DSDCBPC,TBHCHDD,PPSBSTD,TTPHCBP
ROW1291,Blank,"2,5",PHCTHPC,HBTPSTS,SHPPBBB,BCSDPSD,SSTCBPS,SPCSCCD
ROW1292,Blank,"2,6",PHDCPHP,STHTPDS,TPDCCDT,BBSDDCP,DBCPTDD,BDPDTDS
ROW1293,Clover,"4",PHDHTPP,DBPSHSD,BBHDSSC,BTPSPBH,BSDTTCC,HCPHPPT
ROW1294,Plus,"4",PHDSBCS,DBDBSDC,PHDPBDB,CBCBTHD,BBBBBBB,BBBBBBB
ROW1295,Blank,"3,5",PHDSHSD,SSTSSDP,SBBDSTP,CHBHBTD,BPPPTCD,SCTDSHS
ROW1296,Blank,"3",PHHBBHH,CDDDCBC,DPPHSDD,DHDBTBB,PCTBSHB,SPDTPHT
ROW1297,Blank,"1,2,3",PHHBTPC,SPCHSCC,PCDCSTB,CCSTCDS,TPSDDPH,SBCPBHD
ROW1298,Blank,"3,5",PHPBCCD,TTHCDTD,SHBHHDB,BSHHTDH,CCPHPSD,SCHBTCS
ROW1299,Blank,"2",PHPCSDD,HSPCTHP,BHHHDDT,PBCDDBT,BDPPCHH,SHDBBBT
ROW1300,Blank,"3,6",PHPHBDS,BSHPBHS,THBHTTC,SPHTPCC,BSDBPPH,HDCPSTS
ROW1301,Blank,"5",TTDPPHP,PTSCDPS,PCHDSBB,HHCBPHT,BTBDBDB,TTTTHPT
ROW1302,Blank,"2, 5",PHPPTPB,DPSBBBD,DBBTSSP,SSDBCCD,TSPCSCH,TBSDTSD
ROW1303,Blank,"5",PHPSBPS,BPDCBTP,PHHSPSD,HHPTDTT,HHTBTHT,SPHHHCB
ROW1304,Blank,"2,5,6",PHPSTBT,TTHBPCB,TTHTCCC,BBPPDPB,BCSPHSP,CCPBSHT
ROW1305,Blank,"3,6",PHPTBHD,TPDBSCS,CPPDHBB,PTPTCBP,THDSTCH,DBHSCCC
ROW1306,Snake,"2,3,5,6",PHSBBBD,SHTDDCT,HCDSSBP,CSDTSDT,STPDCHT,SCTHDPC
ROW1307,Blank,"2,4",PHSHCHT,BDHCDST,DSCDCCC,PSBSPTP,HPSSBCD,TDBTHPS
ROW1308,Blank,"5",PHSHTDH,TBSTPBS,SPPPBTB,PHPBCCD,SPCBCHS,CTHCDST
ROW1309,Blank,"2,4,5",PHTCCCP,DCDBDTP,TTHPSPT,BSDBBHT,TDCSCPD,CPHSBPT
ROW1310,Blank,"2,6",PHTPTBD,HTDBSTT,CPHSPBS,CPBPPHC,HHHSSSS,CDDSCSP
ROW1311,Snake,"5",PHTSHBD,SPBBHTB,HCDBHSS,HBPBBPC,PCCDHDD,TDCCTTC
ROW1312,Blank,"2,3",PPBBCSB,HHDSCDB,BTHPDPS,DHBCHTH,BBBBBBB,BBBBBBB
ROW1313,Plus,"5,6",PPBBTPB,BHBHCPP,TCHBTCS,BHSHCCB,CHSTCST,DBDTHSP
ROW1314,Blank,"1",PPBDTBT,CTDHPHT,BTCSTBC,THSBCCH,HHBCCCT,BSDCCSP
ROW1315,Blank,"2,4",PPBHHDD,DDTHDHS,DDBPBPC,DCSBDDH,SSTDDPB,DDHDPSD
ROW1316,Blank,"1,4,5",PPBHHPS,PSPDPCD,HHSDBCT,SPBBHBD,TTCPDPC,PTBPPTD
ROW1317,Blank,"2,5",PPBHPHB,HPBCHPD,PCSTTBS,HCBSDHS,HDCHHHT,CHBBBDC
ROW1318,Blank,"3",PPBTCBC,CBPHDDT,CDHTTSD,PSCPCSB,PCPPSHC,BBHTTPT
ROW1319,Plus,"3",PPCBDTT,HDHCDHD,DBSCCBD,TTTCDSH,HHDPPCB,TSPCHCB
ROW1320,Blank,"4",PPCCSHT,SPBDCSH,BDSDPDD,TBCHHCH,HCHSBBH,STBHDST
ROW1321,Plus,"2,5",PPCHDBB,TCBTSBH,DCBHCDP,CTSDTCB,HTSHPBS,BHSPDPP
ROW1322,Blank,"1",PPCPPTP,PHCPSTP,HPCSCDB,CHCSBBH,SHBTBHT,DDBSBST
ROW1323,Blank,"1,2,3,5",PPCTCTP,HHCPTBD,BHCBDCD,BPCSHTT,SSDTBBC,HHSSSST
ROW1324,Plus,"3,5,6",PPDDBCS,BHTCPDC,STPTTHH,TDPDTPC,CBHDBDH,SDTCTSB
ROW1325,Blank,"3",PPDHBCC,PDHBBBD,BDSHCHS,SPPHPCB,PHHTBDB,BSBCPBD
ROW1326,Plus,"2,4,5,6",PPDHBDD,CCCTCBS,HHCBBBS,PTTBCCC,DBPPHCS,BBBSHHS
ROW1327,Clover,"1",PPDHDCP,CCHCDTP,PHBDPDP,HTSTDPP,HPPDDCC,BSHTPPH
ROW1328,Blank,"5,6",PPDHSTC,SBDHDTB,SHCCBSC,CPCHDSS,TBCTCHH,PDHPHHD
ROW1329,Blank,"1,2,4,6",PPHBCDP,PTBCSHD,PDSHHTD,DPDSTTB,DCHDTTD,SSTHCPS
ROW1330,Blank,"2,5",PPHCHHH,TSPTCHP,PPTDHDT,HPCHDDD,BTBCTPH,TCPTSPD
ROW1331,Blank,"1",PPHDDDS,SSBDSCC,PTTDCSC,DBDPSDH,THBCPTT,BPSPSTT
ROW1332,Diamond,"3,6",PPHDDTT,BPTSPPS,TPSBCDC,TTTHPTC,HSDBPSS,SDHPDCB
ROW1333,Blank,"3",PPHDPHB,SPHCCCH,CPPHDDD,PBCDPTT,CPCHDPP,DTHBBDP
ROW1334,Blank,"1,4",PPHDPPH,CHPDCDC,HPTDCHB,PBHTHBC,BSBTPSP,BHPSPTP
ROW1335,Blank,"2,3,6",PPHDTBP,DCPHDHT,SPBSSBC,BPPBHHC,HDSCTSD,BSSPBBT
ROW1336,Blank,"3,6",PPHHDBP,TDSBHPH,DTDDTBP,TBPTHHT,HBCSSDP,CDDPTHT
ROW1337,Blank,"5",PPHSDHT,DHTSPHC,CPSCTPC,TDDDPDD,PCPBBCB,PTTSTTC
ROW1338,Blank,"4",PPHSTCD,DHSPBHB,DPHCBHB,BDSBSHH,BBSCDST,CHBSPTC
ROW1339,Blank,"1,5",PPHTCDD,CSPTSST,SSCCHTT,BPHBPPP,PTSPDHP,BHPDTST
ROW1340,Blank,"2,3,5,6",PPPCDPD,DBBDPHS,CSSPBBC,TDDCPDS,SSBHHPT,SSDDCPP
ROW1341,Blank,"1,5,6",PPPDTSB,BBPTHSH,SBDPDCD,TBTDHSD,PHDDCBS,HSBSCDT
ROW1342,Hex,"6",PPPHPSB,BHCBHBD,SHBPSTS,DTCSCTP,HPDSTTT,HPCPPDD
ROW1343,Blank,"5",PPPPDCS,THTHHDT,BDBBCPP,DSSSBBD,SCCHPBC,CSHTSPT
ROW1344,Blank,"6",PPPSDPP,DDPBDST,DDBBPBB,DCHHHCS,CSDBDTC,STBPSBT
ROW1345,Clover,"6",PPPTPSC,CTBPCDP,HCPCCTP,BDCSHPB,PPDSPDB,TCCCSHD
ROW1346,Blank,"2,4,5,6",PPPTSCP,DHCCHST,HSBHTBH,DBSTTTT,DPSSSST,SSBHPSP
ROW1347,Blank,"1,2,5,6",PPSCSTP,CCPHPSD,DCSBCHP,CDPDSSP,HHDPBTC,DDSTPHH
ROW1348,Blank,"6",PPSDTCT,DPTHTSS,BBBBBBB,BBBBBBB,BBBBBBB,CTCSBSB
ROW1349,Diamond,"3,6",PPSHSTT,PSCCCCT,SBSDHBS,SCPCBSD,BSBCPBT,BBBHPCB
ROW1350,Blank,"2,6",PPSSSSB,CPSTCDS,PDDSHHS,BSTCCBB,TSTCSPB,BHSCDHD
ROW1351,Blank,"3,5,6",PPSSSTD,PDHPSBC,DCDBTHD,CDTHPCT,CTPPTSP,CPHCDTS
ROW1352,Blank,"2,6",PPSTHPH,BPCBCSC,HHSSHPB,CPCSHSH,CTHBBCH,DCTTTDH
ROW1353,Blank,"2,3,4,6",PPSTSDD,TTTTBBT,PPSDCPS,HSBBBPP,TCHTBTB,DHTSTDB
ROW1354,Blank,"2,4",PPTBHCT,HHCPCPS,DDTPSHH,BTTTHPT,TPDTSST,CCCCCCB
ROW1355,Blank,"1,2",PPTDPHB,SPSPCSS,BBBBDSB,PBBCSTD,PCBTCTS,BDCPDDT
ROW1356,Blank,"2,5",PPTHBTH,PBDHCSC,PTSSCSP,CPSCDBP,BTTPHPH,HPBTDCT
ROW1357,Blank,"2,6",PPTPPCT,BSPBHPD,BSPHSTT,SCPHCCB,HCBHDDT,PHPHSTT
ROW1358,Snake,"5,6",PPTPPHC,TCPCSSB,HHSDCDT,CTDPHTP,TPDSCCP,BTHCSCB
ROW1359,Blank,"2,3",PPTPPTT,BSCDTHC,CTTHCCC,DHDSCSD,BBTHHTD,STDSCSP
ROW1360,Blank,"2,3,6",PPTSHHD,BTSPHCB,BDSTCDB,DBCTBDD,PDCSHTP,PHTCPDS
ROW1361,Snake,"5",PPTSPDD,TBPPDDT,SHHHSCH,DCTDCST,CDTDSSD,DCSTDCT
ROW1362,Snake,"2",PPTTPPC,CHPDHTS,HBHSBHC,BBBBBBB,BBBBBBB,BBBBBBB
ROW1363,Blank,"1,3,4,5",PSBBDCC,DHTBTBC,PCPPDHT,SPCDHPB,PDHCTPS,BDHSHTB
ROW1364,Blank,"1,2,4,6",PSBBSTH,CDTSPPD,DTBSBBP,BPPPPHH,CDDPPHC,SPSHPCC
ROW1365,Blank,"4",PSBCHSS,DBSHHDP,SHTPCHT,TCDSCPH,STCDBBC,SBBBCTH
ROW1366,Blank,"1,3,6",PSBDDSS,SPDDBDT,CSHCCCB,BSPTHDB,PSHCSCC,SDDBPBS
ROW1367,Blank,"2,5,6",PSBPHBD,SDBTTPT,HPDTTSP,BSTHPBP,PHPBTBP,HCTHHHS
ROW1368,Blank,"1,3,5,6",PSBTSSS,CCSDBHS,TBHDDPH,DBCSBDH,PBBTTTC,BPSPBSH
ROW1369,Snake,"2,6",PSCBBPP,CCCPTDH,SSBSTDH,CSCPCHC,CTSCSCC,HDCDDCS
ROW1370,Blank,"1,2",PSCBHBC,CBCBSBC,CBPHCDD,BPPDPCB,PBPTTDH,DTDSCDT
ROW1371,Blank,"1,5",PSCBTHC,HCHHPPS,HTBTTCH,CDCHPSC,TTCSPSD,SPBCPHC
ROW1372,Hex,"1,6",PSCCBTH,HCHPCBT,BCHSDDS,HCHBSBS,BDPDDHC,STHHSBT
ROW1373,Blank,"5",PSCCSDC,CPCTHPC,HBCSCCT,SCBTTCC,BDDHSDD,HCCCHSB
ROW1374,Blank,"6",PSCDCHS,PPCTPBP,DDPDPPT,PHCPBCH,HSBCTBT,PCTCSHT
ROW1375,Blank,"2,6",PSCPCSB,CCSBHBT,HHHCBDH,HPDPHDS,CTDDCHP,TCDTDCB
ROW1376,Plus,"1,4,6",PSCSHBD,BBBBBBB,BBBBBBB,DBSTHPB,BBDSDTP,DTSSTTT
ROW1377,Blank,"2,3",PSDBDPH,PBHPCST,CCPTDTC,TCPSTTP,BPPCBHP,PBPPBSS
ROW1378,Blank,"3,6",PSDBHPS,SDSSDHB,DCCSTDD,DDHHTTH,CBTHSTD,HTBCSBB
ROW1379,Blank,"2,5",PSDCPBS,HDBSPDC,CDTCDSB,DCCDPHB,STSCCPP,CSHPTHB
ROW1380,Blank,"2",PSDHTST,DPTSBBB,BSBCHCT,BHDTDDT,PDDBPDD,DPCCTDB
ROW1381,Blank,"1,6",PSHPDPT,DSSHSSP,SSPHDHB,TSHHTDH,CBBSCSS,DSCBTPT
ROW1382,Blank,"2,6",PSDPSBS,DCSTSTP,HBCHSSS,HDTCDBT,DHCDCBS,PPDSHDS
ROW1383,Blank,"2",PSDSTTD,CDPCHBC,HHCPHPD,SHHPSST,DSTBSDB,TSPTCCC
ROW1384,Blank,"1,2,3,6",PSHDCBT,BBDCDDH,CTCTCSC,CDSCSHT,DTHBBHT,PTSPTPC
ROW1385,Blank,"3",PSHPBCD,HDCBHCS,TCHHPPP,SSDDPBD,PPPDCTS,DHTTPTT
ROW1386,Blank,"5",PSHPDBH,STBTBTP,BDSHCDH,TTPDSHP,CSSPSBC,SSHDBTH
ROW1387,Snake,"3",PSHPSSB,HHCTBCD,TCHDPST,CPCHTTB,TCPCSSB,PCBTDPP
ROW1388,Clover,"2",PSHTTHD,PHCSBCC,CBCSDTB,HTBBPCB,THHDBCS,HSPPDTH
ROW1389,Blank,"1",PSPBHSC,BBBBBBB,BBBBBBB,TDDHBHB,HHTTPPC,CCBDBPD
ROW1390,Blank,"1,2,5",PSPBTDC,TSPHHSB,TPHPSCS,HPCDDPT,PPTTBSB,CBHSPBB
ROW1391,Blank,"2,3,6",PSPDBBH,HSCDCPC,HCTBCTH,PDDDCCB,TCBDCTT,CHSBDDC
ROW1392,Blank,"2,6",PSPPCTP,DSDTBSC,DPCCTDB,TPDBCTC,STSBSCH,DBBDBSC
ROW1393,Diamond,"1",PSPPDPP,CSBHTSB,CPDTPPP,SHPCCCC,BBSBHSS,BCDDSBP
ROW1394,Blank,"2,4,6",PSPSBPH,CCSCTBB,SCPHSTC,DHPDCHT,BSDPCTD,TBHTDPH
ROW1395,Blank,"5",PSPSPBB,PHPTTDH,DTBTPDT,PBBTBDP,HSDBTCD,TBSPCBH
ROW1396,Blank,"1,3,4",PSPSTPC,THPSPCB,SPPTCCH,TDBTBHT,CCSDTTC,PCTCSHP
ROW1397,Blank,"4,6",PSPTTBH,BSDSHPB,SBDPTBB,BBPHHSP,SHPHCHT,STSSBSD
ROW1398,Plus,"4,5",PSSBTTB,CTCSDSD,CPDSSBD,HCBTTTS,HDHPHTB,HHCPSCH
ROW1399,Blank,"2,5",PSSPHTB,HBCBDSS,BPDDTPB,SDHTDSD,PDCSBDS,DBCCSPD
ROW1400,Blank,"2",PSSTBTS,DTCDDDS,SBTPDBS,CBPBTDD,HHPPDDC,DBCHDPC
ROW1401,Blank,"2,3,6",PSSTCCH,CTCTBBP,DCSBCDS,HPTBBPS,HTCCPPH,PSPPHTB
ROW1402,Blank,"1,3,5",PSSTDCS,BSHTSBC,SHDCPHP,CPSBPDT,TDTCSTS,HHPDTDC
ROW1403,Blank,"1,2,3,6",PSSTDSD,HHPHBSD,DDTHSDH,PBBSCPB,CTCDCSP,CHHHSSP
ROW1404,Blank,"3,6",PSTBDCT,BHCPPHD,DTPSHPH,THHPHCC,CBHHBHC,THBTBCH
ROW1405,Blank,"3,5",PSTCHTB,TTPTHPS,TSBBPBT,DHHDTHB,DBCCDTT,THSSBTD
ROW1406,Plus,"2,3,6",PSTDHSC,DCSBPCH,SHPDDHH,SHCCSHB,PDHBBBD,CCDPBBH
ROW1407,Blank,"2,6",PSTPHPT,CPSHBDD,CPBBHBD,BCCTCSP,TBPHBHD,SPPTCDT
ROW1408,Blank,"1",PSTPHPT,DBDTBHD,BBBBBBB,BBBBBBB,BBBBBBB,SDTHPSS
ROW1409,Blank,"2",PSTPSPS,PSHCPHP,DTPHCCB,CDBPTTT,HTBBDTS,SBBPHCH
ROW1410,Blank,"1,5",PSTSCBB,DBCBTCD,SPTDHSH,CSTHPCD,BBBSCBP,DDSHTBH
ROW1411,Blank,"6",PSTTBHS,TDHBBSH,DDCBDPB,BDTTBCT,DPBHHDH,DCDSTPC
ROW1412,Diamond,"1,4",PSTTCBD,STHPBPD,DBPDHHH,CBHTTDS,PBBDTCB,BSDBCPD
ROW1413,Snake,"2,3,5",PTBBPTS,PHBCSDB,HTDBPTP,PPSDPBS,TBCTTCD,HBSCPSC
ROW1414,Blank,"1,2,3,5,6",PTBCTHH,PDSHDDH,HBCCTCB,DSHTDBH,TCTDPSD,BCSBSDT
ROW1415,Diamond,"5",PTBDPDB,DTTSBTD,BHBCBHT,PTTSBBP,BSPDPBS,BPSSDCD
ROW1416,Blank,"1,3",PTBHCHC,PBBBTHC,BHTDHCH,PBPBCBT,CBTCBHH,PCDHBCP
ROW1417,Blank,"3,6",PTBSPSS,BDDHHCD,PDHHPCB,SBCDPSD,CTBBTCP,HPSSPHS
ROW1418,Snake,"1,2,5",PTBTDBB,TCTDCPH,PDDPPDS,CSDSBBD,DBCCCSB,PHBDDDB
ROW1419,Blank,"3,6",PTBTHDB,CBPSSCH,DCPHPDP,CDSDTSS,DPCDBSB,DBTTDSP
ROW1420,Blank,"2,6",PTCCSPH,CBHCTHC,HPBBBCS,BBCTCDT,TBBPDBH,PHTSCBC
ROW1421,Blank,"3,6",PTCHDCS,DCSDSBT,HSTBSBB,PDDHHHH,CCDHPTP,HDPTTHP
ROW1422,Snake,"5",PTCPDBB,DSDTSHP,STTHBDD,DBBBDPS,SHDSBSD,SBHSCBP
ROW1423,Blank,"3,6",PTCSHCT,CBDBBDB,DSBTDTD,CDSHPCB,DBHPDHP,BCPTTDD
ROW1424,Plus,"2,4",PTCSHDD,THSTCCP,TTTBSPT,BDSTBSH,PCHPCDS,BTPPTBC
ROW1425,Hex,"3,4",PTCTDHS,BPSHDPS,BHHDCCC,TBCHDCB,BBBBBBB,BBBBBBB
ROW1426,Plus,"1,5",PTCTHCP,TTHSTHD,DBHCPTB,CCCSCHD,TPTPSHH,HBHBBDB
ROW1427,Blank,"2,3,6",PTCTPTD,DHDSCCP,CBTDPDH,PDHSTTD,DCBDDCC,SBTSDSH
ROW1428,Blank,"2,5,6",PTCTTHS,PSBSHPC,PSSTTDH,BPPHPTP,THTDBPC,SSBBBCP
ROW1429,Blank,"1,4",PTDCDDP,SPHHBSC,TTPSPSC,PDSBBSH,SSBPCBC,DSDPCBS
ROW1430,Diamond,"2,3",PTDDDTP,HHTSPBC,DHTDDPT,SBPDPSC,DTHHPDP,SDCSPDT
ROW1431,Snake,"4,6",PTDHBCB,HHHTSBD,SHBDSSH,TDSTCDS,TBBSTTT,BDBBHTH
ROW1432,Blank,"1",PTDHPDT,PPDHBBT,CCCCCCB,HHPDBSH,SBBTHCC,BPCTSSP
ROW1433,Blank,"5,6",PTDTCBP,DTBCSDD,CPCCTHS,DDPBSCD,TTDTCTB,SPPPBHH
ROW1434,Blank,"2,3,5,6",PTDTPSS,SHCSHBC,DSSHCCH,SHBBSHC,TDTPDDC,HDCBSHS
ROW1435,Blank,"3,4",PTHBBPD,DPCHPCC,TBSSTPT,TBTBTBD,BBBBBBB,BBBBBBB
ROW1436,Blank,"2,5",PTHBDTS,HPTHPBT,PTDBTSH,HPBDPDB,BTSHSBS,CPDBSCS
ROW1437,Blank,"3,5,6",PTHCCPT,TPPBTHC,BBPDPTT,BSSHBBC,PHSHCTS,BCCHPBC
ROW1438,Blank,"2,5",PTHCPTD,PHHSTSH,THHBBPT,HBCTCBC,PHHCPHC,CDPHHSS
ROW1439,Blank,"2,6",PTHCTST,HSHSSSB,HDBPHHC,SDDTSHS,DTHPCPD,PSDCPSD
ROW1440,Blank,"1,3,4,5",PTHHBHD,DDDHHDP,SPSTPPT,TTDHPBD,DDPTPPS,HHCPHHH
ROW1441,Hex,"1,2,4",PTHHCPD,PSCHTTP,DBSPDHS,DDSBCBC,SBCBPCP,HCPDDSB
ROW1442,Blank,"5",PTHHPCH,PDCTCDT,SCBCPPC,HPHBHDB,SPSPDST,SDSCTBP
ROW1443,Blank,"1",PTHPCHS,BBDDCCC,BDHSHTB,DCTSBBH,CCPHTHC,STHHTPH
ROW1444,Blank,"2,6",PTHTHTB,CPDTBSC,BDHBTSC,TPSDDTT,DSBPDBP,PTTDCHB
ROW1445,Blank,"5",PTPBCTC,PPSCPTH,SHDSHPP,TBBPSCT,BPHSTCB,DDCHDTT
